,CenterRating,PowerForwardRating,ShootingGuardRating,SmallForwardRating,PointGuardRating,OverallRating,id,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Position
2102,33.052340380177704,31.40378965554002,29.606992237466535,29.606992237466535,37.80821174966166,32.29566525206249,2102,Jorge Banegas,OLIV,20,21.9,12.6,4.2,10.6,0.396,2.5,6.7,0.368,1.8,2.0,0.875,0.6,2.6,3.2,1.4,0.8,0.0,1.3,1.7,Argentinian Liga A,SF
1371,35.17007244150192,33.17731881831351,32.64355516389445,32.64355516389445,27.765506383406635,32.2800015942022,1371,Antonio Crnjevic,ZAB,20,28.6,9.2,3.8,7.2,0.524,0.5,1.7,0.273,1.3,2.4,0.532,1.5,3.8,5.3,3.4,1.2,0.2,2.0,2.5,Croatian A1 Liga,PF
871,34.47740607456561,31.850594480362716,30.503772236072745,30.503772236072745,34.06068280517843,32.27924556645045,871,Cassius Stanley,AFUL,12,23.9,11.5,4.3,11.5,0.377,1.0,3.8,0.267,1.8,2.8,0.667,1.0,2.5,3.5,1.8,0.7,0.3,1.0,2.6,Israeli BSL,SF
2482,25.527174799147488,28.534421175959086,35.2219832415003,35.22198324150029,36.87848730654095,32.276809952929625,2482,Miguel Andre Oczon,MOB,13,23.7,9.6,3.6,9.2,0.392,1.2,4.3,0.268,1.2,1.7,0.727,0.7,1.5,2.2,4.3,0.4,0.2,1.7,2.0,South Korean KBL,SF
1800,35.99856463647061,32.302912462557565,28.48277840098855,28.48277840098855,36.084404417248706,32.2702876636508,1800,Luo Kaiwen,BFT,35,31.9,12.4,4.2,10.6,0.4,2.5,6.2,0.408,1.4,1.8,0.766,0.8,3.2,4.0,1.1,0.7,0.8,1.2,1.6,Chinese CBA,SG
304,35.211152166506125,33.34521013752062,30.567777168305128,30.56777716830512,31.594199932532774,32.257223314633954,304,Michal Sokolowski,NAP,19,32.4,11.4,3.8,8.5,0.453,1.6,4.4,0.369,2.1,2.5,0.813,1.3,3.6,4.8,2.1,1.2,0.0,1.9,3.4,Italian Lega Basket,SF
227,26.06438699824588,28.92670583882559,36.67248538202321,36.67248538202321,32.85134717064109,32.237482154351795,227,Semaj Christon,BRE,19,26.2,11.3,4.5,8.8,0.515,0.3,1.4,0.192,2.0,2.4,0.826,0.3,1.4,1.7,4.4,0.7,0.1,1.6,2.1,Italian Lega Basket,PG
1902,38.20430131017067,34.12821435364893,28.855746627730362,28.855746627730362,31.142331993584023,32.237268182572876,1902,Zhao Jiayi,QIN,39,33.5,12.4,4.2,8.7,0.479,1.6,4.2,0.384,2.4,3.1,0.792,1.8,3.8,5.6,1.6,0.6,0.3,1.5,2.4,Chinese CBA,PF
2224,29.6473795109851,28.850278061709737,33.9427557181149,33.94275571811491,34.78625165307426,32.23388413239979,2224,Heissler Guillent,FRA,20,26.8,8.6,3.3,8.0,0.409,1.3,3.9,0.321,0.9,1.0,0.85,0.7,2.9,3.6,4.6,1.1,0.0,1.7,2.2,Brazilian NBB,PG
702,23.125112694253314,27.12873588265911,38.76912813687957,38.76912813687957,33.26099805557875,32.21062058125007,702,Zygimantas Janavicius,NEP,19,23.8,8.9,3.4,6.4,0.525,0.6,1.8,0.314,1.6,2.4,0.667,0.3,1.9,2.2,6.4,1.0,0.1,2.2,2.2,Lithuanian LKL,PG
982,20.777910367716807,29.346750947426948,38.886224631637475,38.886224631637475,33.08337910318219,32.19609793632018,982,JeQuan Lewis,JLB,15,21.5,9.3,2.9,6.5,0.449,1.2,3.5,0.34,2.3,2.7,0.85,0.3,1.6,1.9,5.3,1.3,0.0,3.1,2.3,French Jeep Elite,SG
1968,40.8652778940316,35.84716195200261,29.680950432638163,29.680950432638163,24.84355205865442,32.18357855399299,1968,Jahlil Okafor,ZGL,23,17.8,12.0,5.0,7.6,0.657,0.4,0.9,0.429,1.7,2.9,0.567,1.7,4.3,6.0,1.5,0.3,0.2,1.6,1.1,Chinese CBA,C
2146,32.39696166750415,34.37159934866357,32.13103331092772,32.13103331092773,29.864773148326094,32.17908015726986,2146,Wes Alcegaire,FOR,15,28.3,10.7,3.6,9.7,0.372,1.2,3.6,0.333,2.3,3.0,0.756,1.1,2.8,3.9,1.7,0.6,0.1,2.3,2.9,Argentinian Liga A,PF
2252,29.49976026342464,30.731644321395656,32.280179574623055,32.28017957462306,35.979366566492985,32.15422606011188,2252,Gui Pereira,FLA,24,27.1,12.3,4.5,9.1,0.495,2.0,5.1,0.402,1.2,1.3,0.906,0.6,2.0,2.6,2.4,1.3,0.2,1.6,1.9,Brazilian NBB,SG
2516,39.50797955971628,34.03696506696265,29.565142822672684,29.565142822672684,28.03058997714423,32.141164049833705,2516,Daeheon Lee,ETLAND,27,28.4,10.7,4.7,9.4,0.498,0.4,1.5,0.268,1.0,2.0,0.5,1.7,3.7,5.4,1.8,0.6,0.0,1.1,2.1,South Korean KBL,PF
1318,33.422000251653536,32.37127561397238,32.23162814624646,32.23162814624646,30.41252245518955,32.133810922661674,1318,Mislav Brzoja,DIN,19,23.5,11.0,3.9,8.3,0.468,0.9,3.0,0.316,2.3,3.4,0.672,0.9,3.3,4.2,2.8,1.4,0.1,1.9,2.2,Croatian A1 Liga,SG
796,42.667772206379894,38.60980119188714,28.79723912634593,28.79723912634593,21.7139057930126,32.1171914887943,796,Giedrius Staniulis,MAZ,18,24.2,11.4,4.9,7.7,0.633,0.0,0.0,0.0,1.7,3.4,0.492,3.4,4.1,7.5,1.0,0.4,0.7,1.7,3.1,Lithuanian LKL,C
1042,41.11017176512737,36.74422973614186,29.370843440213363,29.370843440213356,23.954176773546696,32.11005303104853,1042,Mathis Dossou Yovo,SQB,22,20.8,13.3,5.4,9.8,0.549,0.0,0.0,0.0,2.6,3.5,0.731,1.7,3.6,5.3,0.5,0.9,0.2,1.3,2.8,French Jeep Elite,PF
2458,24.991372414246264,27.43702458815931,35.797252989350966,35.797252989350966,36.457822095042026,32.09614501522991,2458,Sun-Hyung Kim,SKK,28,24.5,9.8,3.7,9.2,0.399,0.9,3.4,0.26,1.5,2.1,0.729,0.5,1.4,1.9,4.8,1.6,0.3,1.5,1.9,South Korean KBL,SG
2019,29.351581236697655,27.703030512059968,33.56822415654855,33.56822415654855,36.28163879069489,32.094539770509925,2019,Juan Brussino,AAQ,15,24.0,11.0,3.7,9.0,0.407,1.3,4.0,0.317,2.4,2.7,0.878,0.1,2.6,2.7,4.3,0.7,0.0,1.3,2.6,Argentinian Liga A,PG
468,33.06026675093289,32.55302037412129,31.727548676008087,31.727548676008087,31.331207212593448,32.07991833793276,468,James Anderson,MANI,15,31.0,11.5,4.1,8.5,0.488,1.4,3.7,0.382,1.9,2.6,0.718,0.8,3.1,3.9,2.3,0.7,0.2,1.9,2.5,Turkish BSL,SF
2024,31.59220626765449,30.396554093741447,32.51609232611484,32.51609232611483,33.34942565944816,32.07407413461476,2024,Guillermo Aliende,ARG,21,24.6,10.0,3.7,8.5,0.433,1.7,4.1,0.419,1.0,1.5,0.677,0.2,3.2,3.4,3.2,1.0,0.0,1.8,2.5,Argentinian Liga A,PG
1044,33.32643223035651,31.279330781081143,30.661778646026534,30.661778646026526,34.381290841148484,32.06212222892784,1044,Tyren Johnson,NAN,21,27.1,12.2,4.2,10.1,0.418,1.8,4.7,0.374,2.0,2.5,0.808,0.3,2.9,3.2,1.9,1.3,0.5,1.4,2.4,French Jeep Elite,PF
1612,27.2810035409625,29.781003540962498,35.48172350124056,35.48172350124056,32.219528379289336,32.04899649273909,1612,William McDowell-White,NZB,19,23.1,8.7,3.6,7.9,0.457,1.1,2.7,0.385,0.4,0.5,0.7,0.5,2.3,2.8,4.3,0.7,0.3,2.1,2.4,Australian NBL,PG
716,29.00259343330586,30.759839810117455,31.693926205350824,31.69392620535082,37.03945466063537,32.03794806295207,716,Ignas Sargiunas,NEP,16,27.2,13.6,4.5,10.2,0.442,2.1,5.5,0.386,2.5,3.1,0.8,0.9,1.5,2.4,2.0,0.8,0.1,1.4,2.1,Lithuanian LKL,SG
1851,32.32981202416782,30.84430477779102,32.849021758923094,32.849021758923094,31.263655905264553,32.02716324501392,1851,Jamal Geli,ZCB,31,15.8,11.1,3.9,8.5,0.46,0.7,2.5,0.273,2.6,3.0,0.882,0.9,3.0,3.9,3.5,1.8,0.5,1.6,2.5,Chinese CBA,SF
1005,33.24733182722917,34.787186899692934,33.260374585889565,33.260374585889565,25.5367973501172,32.01841304976369,1005,Lionel Gaudoux,CHA,21,23.0,11.1,4.6,7.6,0.604,0.0,0.3,0.0,2.0,2.8,0.695,2.4,2.5,4.9,2.7,0.7,0.2,2.0,2.1,French Jeep Elite,SF
674,43.16128470948921,37.85331369499646,28.29832362548305,28.298323625483057,22.46499029214972,32.0152471895203,674,Romello White,KARD,17,25.4,12.1,5.0,8.4,0.599,0.0,0.0,0.0,2.1,4.4,0.486,3.2,4.1,7.2,0.9,0.4,0.5,1.4,3.2,Greek HEBA A1,C
1324,32.18128679206084,32.39867809640866,32.42350431289327,32.42350431289327,30.55358561370628,31.996111825592468,1324,Adem Mekic,ZAD,17,22.2,8.9,3.5,7.4,0.468,1.2,4.0,0.294,0.8,1.4,0.565,0.4,3.6,4.1,2.8,2.2,0.1,2.4,2.6,Croatian A1 Liga,SG
1804,29.55459902521289,29.82633815564767,31.781402703810535,31.781402703810535,36.91351652494874,31.971451822686078,1804,Li Rongpei,TIA,36,25.5,10.4,3.5,9.4,0.368,1.9,5.6,0.347,1.5,1.6,0.898,1.3,2.2,3.5,3.2,0.9,0.1,1.5,3.7,Chinese CBA,SG
1751,26.328178741356055,26.581801929761856,34.920307391529484,34.920307391529484,37.02396592811484,31.954912276458344,1751,Travis Trice,XIN,38,17.1,11.5,3.9,8.3,0.475,1.5,3.7,0.407,2.1,2.5,0.832,0.3,1.9,2.2,5.0,0.9,0.0,1.3,0.7,Chinese CBA,PG
1344,29.521904343391025,32.42045506802871,31.989099556608647,31.989099556608654,33.818367849291576,31.947785274785726,1344,Lovro Mandainic,SIB,13,24.6,10.4,3.8,10.3,0.373,1.5,5.0,0.292,1.2,1.5,0.8,0.8,2.0,2.8,1.7,1.3,0.0,2.0,2.5,Croatian A1 Liga,SF
768,39.641656869537236,33.228613391276355,28.38439789971728,28.38439789971727,30.091714972888006,31.94615620662723,768,Justin Gorham,LIE,17,24.7,11.9,4.3,7.9,0.541,1.4,3.3,0.429,1.9,2.5,0.767,2.0,4.2,6.2,2.2,0.5,0.2,1.2,2.6,Lithuanian LKL,PF
403,29.13113048785797,31.3412754153942,33.14738266464941,33.14738266464941,32.9542932337551,31.94429289326122,403,Kendrick Ray,DEM,19,22.2,10.7,4.2,9.6,0.434,1.1,3.8,0.278,1.4,1.9,0.703,0.2,2.1,2.3,2.3,0.5,0.0,1.9,2.7,Turkish BSL,PG
331,34.98119766817413,32.5355454942611,29.35158323011015,29.35158323011015,33.46743688864674,31.937469302260453,331,Kyle Wiltjer,VEN,18,21.9,12.0,4.3,9.6,0.448,1.8,5.1,0.363,1.6,2.2,0.744,0.7,3.2,3.9,1.3,0.3,0.1,1.5,1.9,Italian Lega Basket,PF
593,32.096528387636965,30.194354474593492,31.74909628194206,31.74909628194206,33.83242961527539,31.924301008277993,593,Andrew Harrison,PAOK,16,28.7,12.8,3.4,9.8,0.35,0.9,4.1,0.215,5.1,6.0,0.844,0.6,3.0,3.6,3.1,0.6,0.3,1.5,2.9,Greek HEBA A1,SG
2515,33.8082473085386,30.529261801292222,31.426108871798686,31.42610887179868,32.310255213262096,31.89999641333806,2515,Song Kyo-Chang,KCC,22,30.8,10.8,4.0,9.0,0.437,0.8,3.1,0.261,2.1,2.9,0.719,0.8,3.2,4.0,3.1,0.7,0.3,1.3,2.3,South Korean KBL,PF
1288,26.299067952635337,31.099792590316493,34.15031394086267,34.150313940862674,33.74380987582203,31.88865966009984,1288,Zac Owens,ZAB,9,18.3,13.0,4.7,9.3,0.5,1.7,3.9,0.429,2.0,2.8,0.72,0.1,1.3,1.4,2.2,0.8,0.0,2.0,1.2,Croatian A1 Liga,PG
366,47.11178403136972,37.727726060355224,26.763848205340334,26.76384820534033,20.930514872007,31.859544274882523,366,Derek Ogbeide,PIS,19,27.5,10.6,4.7,7.4,0.631,0.0,0.0,0.0,1.3,2.5,0.511,2.6,5.6,8.2,1.0,0.4,0.8,1.4,2.4,Italian Lega Basket,C
1798,33.588847672177515,31.106963614206496,30.88973421996618,30.88973421996618,32.810465927283246,31.857149130719925,1798,Marcus Foster,SHA,17,15.8,13.0,4.6,10.4,0.443,1.2,3.2,0.382,2.6,3.6,0.71,0.4,2.6,3.1,2.0,0.6,0.2,1.1,0.9,Chinese CBA,SG
2251,30.8186820579752,30.003464666670855,30.965480555449403,30.9654805554494,36.504098441628265,31.851441255434622,2251,Trevor Gaskins,FAC,24,28.6,12.8,4.1,8.9,0.463,2.5,5.8,0.432,2.1,2.8,0.746,0.5,2.6,3.1,2.5,0.8,0.1,1.5,2.0,Brazilian NBB,SG
977,27.24360341965259,28.87403820226129,33.60343244257906,33.60343244257906,35.890017808432724,31.842904863100948,977,Quinton Hooker,STR,21,25.9,10.8,3.9,9.8,0.398,1.5,4.2,0.348,1.5,1.6,0.939,0.4,1.7,2.1,3.4,1.3,0.0,1.5,2.8,French Jeep Elite,SG
2064,26.54531710845086,29.878650441784195,33.478451832052315,33.47845183205232,35.68373638489785,31.81292151984751,2064,Carlos Schattmann,CABJ,19,26.9,10.9,3.4,8.1,0.422,2.2,5.8,0.369,1.9,2.4,0.783,0.2,2.3,2.5,3.2,1.1,0.0,2.3,2.1,Argentinian Liga A,SG
134,35.85999472609072,36.43970487101825,31.139307651554493,31.1393076515545,24.442153180009786,31.80409361604555,134,Sacha Killeya-Jones,BBB,20,22.4,11.7,4.7,9.3,0.5,0.3,0.6,0.417,2.2,3.5,0.614,2.2,2.7,4.9,1.1,0.7,1.7,1.9,1.9,Spanish ACB,PF
2342,45.291840002242985,37.284593625431384,27.686157677069918,27.686157677069918,21.01949101040325,31.793647998443493,2342,Alexandre Paranhos,MIN,21,21.9,10.3,4.1,8.1,0.509,0.0,0.0,0.0,2.0,3.4,0.597,2.3,5.4,7.8,1.3,0.7,0.4,1.6,2.4,Brazilian NBB,PF
1291,25.515314069795735,26.457343055302978,35.50339568688193,35.50339568688192,35.97087536167868,31.79006477210825,1291,Vito Kucic,CEJR,12,25.0,11.8,3.9,7.8,0.5,1.2,3.1,0.378,2.8,3.6,0.791,0.3,1.8,2.2,5.3,1.3,0.1,1.4,1.8,Croatian A1 Liga,PG
1426,24.21723474794613,28.438249240699754,34.08311021388744,34.08311021388744,37.985549238277684,31.761450730939693,1426,Charles Callison,BC,19,23.0,9.6,3.7,10.5,0.35,1.5,5.2,0.283,0.8,0.9,0.882,0.4,0.9,1.4,3.3,0.8,0.2,1.6,1.9,German BBL,PG
847,31.921605208310332,30.94334433874511,29.574799155031112,29.574799155031112,36.76992110625063,31.756893792673658,847,Drew Crawford,HAP,5,25.4,12.8,4.6,8.8,0.523,2.8,6.0,0.467,0.8,1.4,0.571,1.6,2.2,3.8,2.0,0.8,0.4,1.2,2.8,Israeli BSL,SG
2726,41.2685781929531,34.69249123643136,29.640356181813686,29.640356181813686,23.502144799699867,31.74878531854234,2726,Jeff Ayres,FRES,14,22.2,10.6,3.2,5.9,0.542,0.7,1.9,0.385,3.5,3.8,0.925,0.8,6.1,6.9,2.6,0.3,0.4,2.4,2.2,Mexican LNBP,C
1157,33.37976404731596,30.879764047315955,31.47559324294654,31.47559324294654,31.43494283644248,31.7291314833935,1157,Marko Ljubicic,NOV,17,22.8,8.8,2.5,6.9,0.364,1.6,4.9,0.333,2.1,2.7,0.761,0.4,4.6,4.9,3.6,1.2,0.0,2.4,2.9,Serbian KLS,SG
1611,26.41415582279847,29.729373214102818,34.95839506117332,34.95839506117332,32.509208069303405,31.713905445710264,1611,Shea Ili,MEL,23,26.6,10.1,3.2,8.7,0.37,0.7,3.1,0.236,2.9,3.9,0.753,0.8,2.0,2.8,4.1,1.3,0.1,2.1,2.7,Australian NBL,PG
9,26.209670282516317,30.195177528893126,35.08904545342143,35.08904545342143,31.837012933096233,31.683990330269705,9,Chris Jones,VAL,21,23.7,11.5,4.3,8.4,0.508,0.9,2.5,0.34,2.0,2.6,0.796,0.3,1.6,2.0,3.4,1.4,0.0,2.0,1.6,Spanish ACB,PG
909,33.88830027347442,32.565836505358476,32.87616421141607,32.87616421141607,26.17900973987136,31.67709498830728,909,Idan Zalmanson,HAP,11,18.8,10.5,4.1,7.6,0.536,0.2,0.6,0.286,2.1,3.5,0.59,1.2,3.4,4.5,3.2,0.5,0.9,1.9,2.2,Israeli BSL,C
2114,29.152565400610353,29.587348009306,32.17858435488694,32.17858435488694,35.24769004594385,31.668954433126814,2114,Pablo Ivan Gramajo,GIM,19,27.4,9.4,3.3,8.6,0.387,1.6,5.2,0.303,1.2,1.7,0.697,0.8,2.6,3.4,3.4,0.8,0.3,1.8,3.1,Argentinian Liga A,SF
2221,26.160989375567507,30.599395172668952,34.956396165717614,34.95639616571762,31.653550637262327,31.665345503386806,2221,Guilherme Lessa,MOG,22,30.1,9.7,3.3,7.6,0.437,1.2,3.5,0.333,1.9,2.5,0.764,0.7,2.2,2.9,3.8,1.5,0.0,2.5,2.1,Brazilian NBB,PG
906,41.49273921831812,36.474623276289144,28.87159447787802,28.871594477878016,22.408179843731677,31.623746258818997,906,Jerome Meyinsse,IRO,14,26.8,14.1,5.2,7.3,0.716,0.0,0.1,0.0,3.6,5.3,0.689,2.0,4.3,6.3,1.1,0.9,1.3,1.6,3.0,Israeli BSL,C
466,25.731150829625104,28.068107351364237,33.66952244570386,33.66952244570386,36.94188016928109,31.616036648335633,466,Kristers Zoriks,SOC,15,28.8,12.0,3.5,8.9,0.396,2.0,5.3,0.375,2.9,3.9,0.759,0.1,1.9,2.0,3.7,0.8,0.2,1.8,2.9,Turkish BSL,SF
1190,31.388321687654607,31.696292702147367,30.70014076570248,30.70014076570248,33.555831822613044,31.608145548763993,1190,Aleksandar Panteleic,BEO,15,24.8,10.7,3.9,9.5,0.408,1.5,5.3,0.288,1.4,2.4,0.583,0.2,2.8,3.0,1.6,1.0,0.3,1.9,2.0,Serbian KLS,SF
1011,36.11209188435062,33.15919333362597,29.509739510388638,29.509739510388638,29.72315414453498,31.602783676657772,1011,Robert Woodard II,ADA,14,24.2,9.5,3.6,8.6,0.413,1.4,4.0,0.339,1.0,1.6,0.609,0.9,4.0,4.9,1.8,1.2,1.2,1.9,1.6,French Jeep Elite,SF
1417,27.250933090240924,28.192962075748174,32.77960557127946,32.77960557127946,36.90562183144206,31.581745627998018,1417,Sylvain Francisco,BAY,16,19.7,13.3,4.4,8.8,0.496,2.1,4.9,0.418,2.4,3.3,0.736,0.2,1.8,1.9,3.2,0.9,0.0,1.4,1.3,German BBL,PG
2294,31.012901004096715,30.0346401345315,30.21773348110548,30.21773348110548,36.39659526972336,31.57592067411251,2294,Matias Solanas,FAC,25,26.0,11.8,4.4,9.6,0.456,2.0,5.5,0.372,1.1,1.3,0.844,0.8,2.2,3.0,2.1,0.7,0.2,1.2,2.0,Brazilian NBB,SF
1807,22.739211842748258,28.55442923405261,36.492611955005934,36.49261195500594,33.57594528833927,31.570962055030403,1807,ZhiXuan Liu,JIA,33,30.3,8.6,2.9,6.7,0.43,1.7,4.1,0.41,1.2,1.3,0.864,0.2,2.0,2.3,4.9,0.5,0.1,2.7,1.3,Chinese CBA,SG
868,27.2757014013076,29.032947778119194,32.67619504723538,32.67619504723538,36.19245520983701,31.57069889674691,868,Deishuan Booker,EIL,12,25.8,14.3,4.2,10.0,0.417,1.2,4.6,0.255,4.8,5.6,0.851,0.4,1.5,1.9,2.8,1.3,0.2,1.4,2.1,Israeli BSL,SF
1966,34.88779946566566,32.56895888595551,28.348502083572196,28.348502083572193,33.694030538856744,31.569558611524464,1966,Ning Hongyu,BFT,21,36.0,13.0,4.4,9.5,0.46,2.6,5.5,0.47,1.6,1.9,0.85,1.1,3.0,4.1,1.0,1.0,0.9,1.4,2.9,Chinese CBA,C
1006,31.96684735009006,32.727716915307454,32.467041642219066,32.467041642219066,28.15809855278818,31.557349220524767,1006,Timothe Luwawu-Cabarrot,LYV,19,22.2,10.8,3.6,8.1,0.442,0.9,2.8,0.315,2.8,3.3,0.841,0.3,3.4,3.7,2.4,0.4,0.1,2.4,3.1,French Jeep Elite,SF
1416,30.59334154865352,31.861457490682504,30.722554809451125,30.722554809451125,33.771335297256,31.53424879109886,1416,Matt Thomas,BER,12,22.4,13.6,4.5,8.3,0.545,2.8,5.6,0.493,1.8,2.0,0.917,0.3,2.6,2.8,1.4,0.5,0.0,2.0,1.3,German BBL,PG
2339,39.16699282110342,33.96771745878458,27.730130567026883,27.730130567026883,29.041106176782982,31.52721551814495,2339,Jeremy Hollowell,BAU,11,22.8,11.0,4.5,9.0,0.505,1.2,2.9,0.406,0.7,1.2,0.615,2.3,3.6,5.9,1.4,0.7,0.7,1.1,2.5,Brazilian NBB,PF
475,39.72064480561741,30.191659298371032,27.777309745242928,27.777309745242928,32.11674063955187,31.516732846805233,475,Vrenz Bleijenbergh,MERK,19,33.5,8.9,3.1,7.1,0.43,1.6,4.8,0.33,1.3,1.7,0.75,0.8,5.5,6.3,3.3,1.5,1.1,1.3,2.9,Turkish BSL,SF
536,45.360741405041054,36.520161694896125,27.107922370169213,27.107922370169213,21.477841069356206,31.514917781926364,536,Johnny Hamilton,BURS,19,27.1,11.3,4.7,7.5,0.629,0.0,0.1,0.0,1.8,2.8,0.648,2.0,5.4,7.4,1.1,0.6,1.7,1.4,3.0,Turkish BSL,C
303,33.328080043001954,32.13242786908891,29.913584770777092,29.913584770777092,32.169682331752696,31.491471957079547,303,D'Angelo Harrison,TREV,17,24.5,11.6,3.7,9.8,0.38,1.4,4.8,0.28,2.8,3.5,0.8,0.4,3.2,3.6,1.5,1.3,0.1,1.8,3.1,Italian Lega Basket,SF
946,33.59362496561235,32.10811771923554,31.92502437266156,31.92502437266156,27.900634128759116,31.49048511178603,946,Abdoulaye N'Doye,LEM,16,27.1,9.3,3.9,8.3,0.466,0.4,1.3,0.35,1.1,2.3,0.459,1.8,3.0,4.8,3.2,1.2,0.3,1.6,2.8,French Jeep Elite,PG
300,27.80462426781681,27.75027644172985,30.400475051461722,30.40047505146173,41.081369360404814,31.487444034574985,300,Marco Belinelli,BOL,17,21.1,13.1,4.6,10.5,0.438,2.7,7.1,0.383,1.2,1.3,0.955,0.1,1.4,1.5,2.1,0.6,0.1,0.9,1.6,Italian Lega Basket,SF
877,30.410278424785176,29.884916105944598,32.64062613573605,32.640626135736056,31.858105810532805,31.486910522546935,877,Ben Saraf,KIRY,14,22.7,9.9,3.4,9.2,0.364,1.0,3.1,0.326,2.1,3.1,0.698,0.5,2.8,3.3,3.4,0.9,0.3,1.7,2.3,Israeli BSL,SF
2456,27.162153136858176,28.23099371656832,32.32421615946802,32.32421615946803,37.273403151337945,31.4629964647401,2456,Nakhyeon Kim,ETLAND,24,23.2,11.4,4.1,9.4,0.434,1.8,5.1,0.361,1.4,1.7,0.805,0.5,1.6,2.2,3.2,0.7,0.0,1.3,2.2,South Korean KBL,SG
938,27.959139790223286,28.357690514860966,32.66503907494042,32.66503907494041,35.57154313998107,31.44369031898923,938,Tobin Carberry,ADA,22,27.4,11.3,3.9,9.1,0.428,1.4,4.3,0.33,2.0,2.7,0.763,0.5,2.0,2.5,3.5,0.9,0.1,1.4,2.6,French Jeep Elite,PG
1502,36.58894676814239,31.824454014519198,30.040069704688023,30.040069704688023,28.678281086801842,31.434364255767896,1502,Eric Lockett,ROST,18,26.7,10.3,3.9,8.2,0.483,0.7,2.2,0.3,1.7,1.8,0.939,1.3,3.9,5.2,2.8,1.6,0.2,1.4,2.9,German BBL,SF
1192,40.20362062324829,34.76883801455265,27.708882701742322,27.708882701742322,26.743435547270778,31.426731917711273,1192,Tyrell Johnson,NOV,20,29.5,10.5,4.0,8.5,0.473,0.9,2.6,0.346,1.6,2.2,0.705,2.1,4.3,6.4,1.4,0.6,0.9,1.5,2.0,Serbian KLS,SF
1493,36.73817690734797,32.62585806676826,27.111334730124764,27.111334730124764,33.50361115288899,31.418063117450952,1493,Bodie Hume,GOE,17,27.1,13.2,4.8,9.1,0.526,2.4,5.4,0.446,1.3,2.4,0.537,1.4,3.2,4.6,0.8,0.8,0.8,1.1,3.2,German BBL,SF
1492,34.55450535947513,31.0943604319389,29.34721544683463,29.34721544683463,32.72119918667203,31.41289917435106,1492,L.J. Figueroa,RUL,19,27.4,13.7,5.3,9.3,0.568,1.5,3.3,0.468,1.7,2.3,0.727,1.1,2.5,3.6,1.7,1.6,0.2,0.8,2.2,German BBL,SF
893,41.566934524547946,36.02345626367838,26.676385757223564,26.676385757223564,26.08695486291462,31.406023433117618,893,Lotan Amsalem,HUGS,13,27.7,10.9,3.6,9.2,0.392,1.1,3.4,0.318,2.6,3.8,0.68,1.7,4.8,6.5,0.5,0.5,0.2,1.8,3.7,Israeli BSL,PF
2570,28.135561394147885,29.929039655017448,32.3495957622667,32.3495957622667,34.19918925820166,31.39259636638008,2570,Matthew Butler,FRES,13,22.8,11.2,4.0,8.8,0.456,1.8,4.6,0.4,1.4,2.2,0.643,0.4,2.1,2.5,2.7,0.6,0.0,1.8,1.8,Mexican LNBP,PG
2341,32.71569611921889,33.476565684436274,30.95670471124859,30.956704711248594,28.68028194702095,31.357190634634662,2341,Tyrone Curnell,SPFC,20,23.7,10.6,3.4,8.0,0.425,0.9,3.8,0.24,2.9,3.8,0.763,1.1,3.4,4.5,2.0,0.9,0.4,2.4,2.9,Brazilian NBB,PF
2418,28.074949323939002,28.201760918141893,33.19493370860863,33.19493370860863,34.06891744844602,31.347099021548836,2418,Jaedo Lee,CHA,40,25.0,10.7,3.9,8.5,0.459,1.2,3.3,0.359,1.8,2.1,0.847,0.7,2.1,2.8,4.0,0.9,0.1,1.4,2.0,South Korean KBL,PG
2059,39.48792094825308,32.36835573086177,27.775505681209335,27.775505681209335,29.31005852673779,31.34346931365426,2059,Salvador Giletto,OLIV,20,29.2,12.4,4.6,9.6,0.482,0.9,2.6,0.346,2.3,3.2,0.714,0.9,4.0,4.9,1.4,1.3,0.2,0.9,2.4,Argentinian Liga A,SG
2293,35.05200163851991,31.374465406635853,29.254927174262473,29.25492717426247,31.75492717426247,31.338249713588638,2293,Didi Louzada,FLA,21,27.7,12.0,3.9,9.0,0.432,1.5,4.1,0.368,2.7,3.4,0.792,0.9,3.5,4.4,2.1,1.0,0.0,1.4,2.0,Brazilian NBB,SF
1120,24.600581802259214,27.49913252689689,34.587017333252405,34.587017333252405,35.400025463333705,31.334754891798923,1120,Milos Nikolic,JOKE,13,27.7,9.9,3.1,8.3,0.37,1.2,4.5,0.271,2.5,2.8,0.892,0.1,2.0,2.1,4.4,0.8,0.0,2.0,1.6,Serbian KLS,PG
2218,27.34588765491711,26.51255432158378,32.61359702267613,32.61359702267614,37.562784014546054,31.329684007279845,2218,Santiago Scala,FRA,22,24.7,11.0,3.7,7.9,0.466,2.1,5.1,0.42,1.5,1.7,0.892,0.4,2.3,2.7,4.4,0.7,0.0,1.3,3.0,Brazilian NBB,PG
1227,37.3414708808501,33.663934648966034,27.70564269266018,27.70564269266018,30.205642692660177,31.324466721559336,1227,Matija Milin,JOKE,15,26.2,11.4,4.3,8.9,0.489,1.1,4.1,0.258,1.7,2.9,0.568,1.8,3.5,5.3,1.1,0.6,0.2,1.4,2.9,Serbian KLS,PF
